"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","A1.1","stay","leave","A1.4","A2.1","A2.2","A2.3","A2.4","A3.1","A3.2","A3.3","Q138","A3.4","A3.5","A3.6","Q139","A3.7","A3.8","A3.9","Q140","A3.10","A3.11","A3.12","Q141","A3.13","A3.14","A3.15","Q142","A3.16","A3.17","A3.18","Q143","A3.19","A3.20","A3.21","Q144","A3.22","A3.23","A3.24","Q145","A3.25","A3.26","A3.27","Q146","A3.28","A3.29","A3.30","Q147","A3.31","A3.32","A3.33","Q148","A3.34","A3.35","A3.36","Q149","A3.37","A3.38","A3.39","Q150","A3.40","A3.41","A3.42","Q151","A3.43","A3.44","A3.45","Q152","A3.46","A3.47","A3.48","Q153","A3.49","A3.50","A3.51","Q154","A3.52","A3.53","A3.54","Q155","A3.55","A3.56","A3.57","Q156","A3.58","A3.59","A3.60","Q157","A3.61","A3.62","A3.63","Q158","A3.64","A3.65","A3.66","Q159","A3.67","A3.68","A3.69","Q160","A3.70","A3.71","A3.72","Q161","A3.73","A3.74","A3.75","Q162","A3.76","A3.77","A3.78","Q163","A3.79","A3.80","A3.81","Q164","A3.82","A3.83","A3.84","Q165","A3.85","A3.86","A3.87","Q166","A3.88","A3.89","A3.90","Q167","A3.91","A3.92","A3.93","Q168","A4.1","A4.2","A4.3","A4.4","A5.1","A5.2","A5.3","A6.1","A6.2","A6.3","A6.4","A6.5","A6.6","A6.7","A6.8","A6.9_1","A6.9_2","A6.9_3","A6.9_4","A7.1","LocationLatitude","LocationLongitude","LocationAccuracy","condition","accuracy_gain","accuracy_lost","accuracy_lost_new","comment"
"R_7VYSksMFkLRi8Ap","Default Response Set","Anonymous","","","128.135.213.148","0",2015-10-23 13:40:59,2015-10-23 13:55:21,1,1,1,NA,1,1,1,NA,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,75,100,-25,85,60,15,"&nbsp;",1,"Male",18,"Yes","Being a certain race, having your mouth open, sex of the person, having your eyes more squinted, the angle of the head, beauty of the person, or simply the background affect if a smile is real or fake.",1,1,2.642,2.642,120.002,1,"ran by MB","41.780395507812","-87.602699279785","-1","observed",-50,27,16,""
"R_2fwiiGXlCkdPbXd","Default Response Set","Anonymous","","","128.135.213.148","0",2015-10-23 14:28:53,2015-10-23 14:57:02,1,1,1,NA,1,1,1,NA,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,50,40,10,48,42,6,"&nbsp;",1,"Female",20,"Yes","How confident people are based on if their observations prove to be accurate or not.",1,1,0,0,120.014,0,"MMS","41.780395507812","-87.602699279785","-1","observed",-75,-33,-44,""
"R_Y0t7X4jVjSGa7Xr","Default Response Set","Anonymous","","","128.135.213.148","0",2015-10-23 14:57:45,2015-10-23 15:47:04,1,1,1,NA,1,1,1,NA,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,70,60,10,75,60,15,"very observed",1,"Male",19,"Yes","Observation increases how much somebody keeps track of their own score",1,1,0,0,78.513,0,"MMS","41.780395507812","-87.602699279785","-1","observed",-55,-13,-24,""
"R_1kGlf5nUIiyoCKc","Default Response Set","Anonymous","","","128.135.213.148","0",2015-10-23 16:07:49,2015-10-23 16:31:21,1,1,1,NA,1,1,1,NA,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,60,50,10,70,40,20,"&nbsp;",1,"Female",18,"Yes","that when people mimic the faces they view on the screen, they guess more accurately than if they remain impassive.",1,1,0,0,120.011,0,"MMS","41.780395507812","-87.602699279785","-1","observed",-65,-23,-34,""
"R_R3OXEDbLWzvEwLv","Default Response Set","Anonymous","","","128.135.213.148","0",2015-10-23 16:54:48,2015-10-23 17:11:42,1,1,1,NA,1,1,1,NA,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,100,80,20,100,80,20,"very observed",1,"Male",20,"Yes","To see how people act when being observed.",1,1,0,0,120.008,0,"","41.780395507812","-87.602699279785","-1","observed",-25,7,-4,""
"R_2Y98xxH8qNHABDb","Default Response Set","Anonymous","","","128.135.213.148","0",2015-10-23 17:39:56,2015-10-23 17:55:25,1,1,1,NA,1,1,1,NA,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,50,45,5,50,35,15,"very observed",1,"Female",18,"Yes","That people would have a harder time distinguishing between real or fake smiles than they expected. Or something about the difference between how we perceive a female's smile versus a male's smile.",1,1,0,0,120.115,0,"","41.780395507812","-87.602699279785","-1","observed",-75,-28,-39,""
"R_3g1v5x0DPDG6iip","Default Response Set","Anonymous","","","128.135.213.175","0",2015-10-13 12:34:51,2015-10-13 13:02:23,1,1,NA,1,1,1,NA,1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,60,70,-10,70,55,15,"&nbsp;",1,"Male",20,"Yes","I'm not sure, but it certainly has something to do with determining smiles that are real versus smiles that are not.",1,1,0,0,59.094,0,"Ran by MB","41.780395507812","-87.602699279785","-1","alone",-65,-3,-14,""
"R_1qeLBSYqQxx7nNf","Default Response Set","Anonymous","","","128.135.213.175","0",2015-10-13 13:02:32,2015-10-13 13:09:22,1,1,NA,1,1,1,NA,1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,80,30,50,70,40,30,"not observed at all",1,"Female",24,"No","It's hard to detect whether a smile is faked or not",1,1,0,0,64.926,0,"Ran by MB","41.780395507812","-87.602699279785","-1","alone",-45,-43,-54,""
"R_2cc2wnHtd4EYDvZ","Default Response Set","Anonymous","","","128.135.213.175","0",2015-10-13 14:07:05,2015-10-13 14:17:15,1,1,NA,1,1,1,NA,1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,35,30,5,40,30,10,"not observed at all",1,"Male",22,"Yes","I think the whole fake smile thing was meant as a red herring to distract from the varying amounts of points one either gained or lost through the study. Thus, the hypothesis could possibly be something along the lines of how people's subconscious works wile they are presented with a distracting task.",1,1,0,0,120.008,0,"Ran by MB","41.780395507812","-87.602699279785","-1","alone",-90,-43,-54,""
"R_1GOIau3vcRYmprY","Default Response Set","Anonymous","","","128.135.213.175","0",2015-10-13 15:27:41,2015-10-13 15:36:56,1,1,NA,1,1,1,NA,1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,70,40,30,65,45,15,"not observed at all",1,"Male",20,"Yes","The points are important, not the smiles",1,1,0,0,59.76,0,"MMS","41.780395507812","-87.602699279785","-1","alone",-55,-33,-44,""
"R_sSg7gUd99NBaKkx","Default Response Set","Anonymous","","","128.135.213.175","0",2015-10-13 15:44:44,2015-10-13 15:57:26,1,1,NA,1,1,1,NA,1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,56,36,20,56,36,20,"not observed at all",1,"Female",20,"Yes","No clue",1,1,0,0,50.889,0,"MMS","41.780395507812","-87.602699279785","-1","alone",-69,-37,-48,""
"R_28D2BuOpDRiB2Gk","Default Response Set","Anonymous","","","128.135.213.175","0",2015-10-13 16:49:14,2015-10-13 17:00:57,1,1,NA,1,1,1,NA,1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,20,30,-10,40,20,20,"not observed at all",1,"Female",19,"Yes","Most people are able to tell whether a smile is fake or real.",1,1,0,0,61.482,0,"MMS","41.780395507812","-87.602699279785","-1","alone",-105,-43,-54,""
"R_2tm9LjvmlQhJkU3","Default Response Set","Anonymous","","","128.135.213.175","0",2015-10-15 13:41:51,2015-10-15 13:53:23,1,1,NA,1,1,1,NA,1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,65,80,0,80,60,20,"not observed at all",1,"Male",19,"Yes","The amount of points earned or lost (i.e. the reward or punishment for correctly guessing whether a smile was fake or not) from a question would influence whether we thought the next one was a real smile or a fake one.",1,1,0,0,120.04,0,"Ran by MB","41.780395507812","-87.602699279785","-1","alone",-60,7,-4,""
"R_r7iEq0nvNgD5hVT","Default Response Set","Anonymous","","","128.135.213.175","0",2015-10-15 14:05:15,2015-10-15 14:13:37,1,1,NA,1,1,1,NA,1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,125,75,50,100,70,30,"not observed at all",1,"Male",22,"Yes","?",1,1,0,0,120.023,0,"Ran by MB","41.780395507812","-87.602699279785","-1","alone",0,2,-9,""
"R_026tqgYoB2OvcNr","Default Response Set","Anonymous","","","128.135.213.175","0",2015-10-15 14:13:45,2015-10-15 14:21:56,1,1,NA,1,1,1,NA,1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,60,40,20,70,30,40,"not observed at all",1,"Female",19,"No","To see if one's impression of their own performance (and their performance itself) affected their estimates of others' performances",1,1,0.951,0.951,60.926,1,"Ran by MB","41.780395507812","-87.602699279785","-1","alone",-65,-33,-44,""
"R_3EEZdBqOUPskMo3","Default Response Set","Anonymous","","","128.135.213.175","0",2015-10-15 14:47:42,2015-10-15 15:00:35,1,1,NA,1,1,1,NA,1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,65,60,5,60,70,0,"&nbsp;",1,"Female",23,"Yes","That subjects would become more self-conscious about mistakes and overcorrect",1,1,0,0,120.014,0,"","41.780395507812","-87.602699279785","-1","alone",-60,-13,-24,""
"R_1E72PpxbMFT6x7z","Default Response Set","Anonymous","","","128.135.213.175","0",2015-10-15 15:12:35,2015-10-15 15:21:50,1,1,NA,1,1,1,NA,1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,25,15,10,12,5,7,"&nbsp;",1,"Male",19,"Yes","that people dont pay attention to details (i.e. points) when they are told not to pay attention to them. also individuals overestimated their scores while underestimated average / total scores of others",1,1,0,0,61.486,0,"MMS","41.780395507812","-87.602699279785","-1","alone",-100,-58,-69,""
"R_z1MkCl3aG2MKkG5","Default Response Set","Anonymous","","","128.135.213.175","0",2015-10-15 15:38:36,2015-10-15 16:12:01,1,1,NA,1,1,1,NA,1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,60,55,5,65,45,20,"&nbsp;",1,"Male",21,"No","To research how accuretly I get a sense of past failure or success when that is not the primary objective of my attention.",1,1,0,0,52.221,0,"MMS","41.780395507812","-87.602699279785","-1","alone",-65,-18,-29,""
"R_1OVIep3KwkZ7fj2","Default Response Set","Anonymous","","","128.135.213.175","0",2015-10-15 17:25:40,2015-10-15 17:33:28,1,1,NA,1,1,1,NA,1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,42,39,3,50,42,8,"&nbsp;",1,"Female",18,"Yes","Reaction time and second-guessing after gaining/losing points.",1,1,0,0,54,0,"MMS","41.780395507812","-87.602699279785","-1","alone",-83,-34,-45,""
"R_1n6q6gwOgSKq3sv","Default Response Set","Anonymous","","","128.135.213.175","0",2015-10-15 17:44:31,2015-10-15 17:52:32,1,1,NA,1,1,1,NA,1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,50,30,20,50,30,20,"&nbsp;",1,"Female",18,"Yes","Individuals find it difficult to recognize true happiness versus fake happiness in others.",1,1,0,0,74.83,0,"MMS","41.780395507812","-87.602699279785","-1","alone",-75,-43,-54,""
"R_3j8WSvtnVwxkSXi","Default Response Set","Anonymous","","","128.135.213.175","0",2015-10-16 12:41:26,2015-10-16 12:56:41,1,1,NA,1,1,1,NA,1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,50,40,10,50,40,10,"&nbsp;",1,"Male",18,"Yes","Does monetary incentive changes the focus of the participant?",1,1,0,0,120.008,0,"ran by MB","41.780395507812","-87.602699279785","-1","alone",-75,-33,-44,""
"R_2R9BSkB6JM65U4R","Default Response Set","Anonymous","","","128.135.213.175","0",2015-10-16 13:24:10,2015-10-16 13:48:27,1,1,NA,1,1,1,NA,1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,70,60,10,75,55,20,"&nbsp;",1,"Female",18,"Yes","When people are occupied with a task, they will focus more on completing the task than on counting their resulting points, especially when trying to do well.",1,1,0,0,120.008,0,"ran by MB","41.780395507812","-87.602699279785","-1","alone",-55,-13,-24,""
"R_32XjaruM5GSz9ED","Default Response Set","Anonymous","","","128.135.213.175","0",2015-10-16 14:23:42,2015-10-16 14:37:59,1,1,NA,1,1,1,NA,1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,10,25,-15,25,15,10,"not observed at all",1,"Female",18,"Yes","Does framing of a picture effect participants perceptions of a picture's subject's emotions?",1,1,0,0,120.006,0,"MMS","41.780395507812","-87.602699279785","-1","alone",-115,-48,-59,""
"R_1duymXViC79zYJb","Default Response Set","Anonymous","","","128.135.213.175","0",2015-10-16 14:56:53,2015-10-16 15:33:17,1,1,NA,1,1,1,NA,1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,50,40,10,50,40,10,"not observed at all",1,"Male",18,"No","University students cannot easily distinguish between real and fake smiles.",1,1,3.018,18.479,62.326,5,"MMS","41.780395507812","-87.602699279785","-1","alone",-75,-33,-44,""
